project,rule,severity,line,effort,debt,tags,type,scope,cleanCodeAttribute,quickFixAvailable,cleanCodeAttributeCategory,Software_Quality_Impact,Impact_Severity,message
ClassEval0canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval0canonical,python:S1186,CRITICAL,65,5min,5min,suspicious,CODE_SMELL,MAIN,COMPLETE,False,INTENTIONAL,MAINTAINABILITY,HIGH,"Add a nested comment explaining why this method is empty, or complete the implementation."
ClassEval0canonical,python:S1481,MINOR,70,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,LOW,"Remove the unused local variable ""method""."
ClassEval0canonical,python:S5754,CRITICAL,81,5min,5min,"error-handling, bad-practice, suspicious",CODE_SMELL,MAIN,COMPLETE,False,INTENTIONAL,MAINTAINABILITY,HIGH,Specify an exception class to catch or reraise the exception
ClassEval1canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval10canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval11canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval12canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval12canonical,python:S1192,CRITICAL,99,6min,6min,design,CODE_SMELL,MAIN,DISTINCT,False,ADAPTABLE,MAINTAINABILITY,HIGH,Define a constant instead of duplicating this literal 'Player wins' 3 times.
ClassEval12canonical,python:S1192,CRITICAL,101,6min,6min,design,CODE_SMELL,MAIN,DISTINCT,False,ADAPTABLE,MAINTAINABILITY,HIGH,Define a constant instead of duplicating this literal 'Dealer wins' 3 times.
ClassEval13canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval13canonical,python:S5632,BLOCKER,62,5min,5min,python3,BUG,MAIN,LOGICAL,False,INTENTIONAL,RELIABILITY,HIGH,Change this code so that it raises an object deriving from BaseException.
ClassEval14canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval15canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval15canonical,python:S116,MINOR,50,2min,2min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename this field ""textLen"" to match the regular expression ^[_a-z][_a-z0-9]*$."
ClassEval15canonical,python:S116,MINOR,50,2min,2min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename this field ""patLen"" to match the regular expression ^[_a-z][_a-z0-9]*$."
ClassEval15canonical,python:S117,MINOR,58,2min,2min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename this parameter ""currentPos"" to match the regular expression ^[_a-z][a-z0-9_]*$."
ClassEval16canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval16canonical,python:S3776,CRITICAL,65,16min,16min,brain-overload,CODE_SMELL,MAIN,FOCUSED,False,ADAPTABLE,MAINTAINABILITY,HIGH,Refactor this function to reduce its Cognitive Complexity from 26 to the 15 allowed.
ClassEval16canonical,python:S3923,MAJOR,115,15min,15min,,BUG,MAIN,CLEAR,False,INTENTIONAL,RELIABILITY,MEDIUM,Remove this if statement or edit its code blocks so that they're not all the same.
ClassEval18canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval19canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval2canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval20canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval22canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval23canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval23canonical,python:S117,MINOR,103,2min,2min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename this parameter ""dataIndex"" to match the regular expression ^[_a-z][a-z0-9_]*$."
ClassEval23canonical,python:S117,MINOR,103,2min,2min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename this parameter ""resultList"" to match the regular expression ^[_a-z][a-z0-9_]*$."
ClassEval23canonical,python:S117,MINOR,103,2min,2min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename this parameter ""resultIndex"" to match the regular expression ^[_a-z][a-z0-9_]*$."
ClassEval23canonical,python:S117,MINOR,104,2min,2min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename this local variable ""resultLen"" to match the regular expression ^[_a-z][a-z0-9_]*$."
ClassEval23canonical,python:S117,MINOR,105,2min,2min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename this local variable ""resultCount"" to match the regular expression ^[_a-z][a-z0-9_]*$."
ClassEval24canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval24canonical,python:S1186,CRITICAL,63,5min,5min,suspicious,CODE_SMELL,MAIN,COMPLETE,False,INTENTIONAL,MAINTAINABILITY,HIGH,"Add a nested comment explaining why this method is empty, or complete the implementation."
ClassEval25canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval25canonical,python:S5754,CRITICAL,73,5min,5min,"error-handling, bad-practice, suspicious",CODE_SMELL,MAIN,COMPLETE,False,INTENTIONAL,MAINTAINABILITY,HIGH,Specify an exception class to catch or reraise the exception
ClassEval26canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval26canonical,python:S1186,CRITICAL,54,5min,5min,suspicious,CODE_SMELL,MAIN,COMPLETE,False,INTENTIONAL,MAINTAINABILITY,HIGH,"Add a nested comment explaining why this method is empty, or complete the implementation."
ClassEval26canonical,python:S5754,CRITICAL,72,5min,5min,"error-handling, bad-practice, suspicious",CODE_SMELL,MAIN,COMPLETE,False,INTENTIONAL,MAINTAINABILITY,HIGH,Specify an exception class to catch or reraise the exception
ClassEval26canonical,python:S117,MINOR,75,2min,2min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename this parameter ""N"" to match the regular expression ^[_a-z][a-z0-9_]*$."
ClassEval27canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval28canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval29canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval3canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval30canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval31canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval32canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval33canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval33canonical,python:S100,MINOR,113,5min,5min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename method ""FidelityPromo"" to match the regular expression ^[a-z_][a-z0-9_]*$."
ClassEval33canonical,python:S100,MINOR,117,5min,5min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename method ""BulkItemPromo"" to match the regular expression ^[a-z_][a-z0-9_]*$."
ClassEval33canonical,python:S100,MINOR,125,5min,5min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename method ""LargeOrderPromo"" to match the regular expression ^[a-z_][a-z0-9_]*$."
ClassEval34canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval34canonical,python:S5754,CRITICAL,82,5min,5min,"error-handling, bad-practice, suspicious",CODE_SMELL,MAIN,COMPLETE,False,INTENTIONAL,MAINTAINABILITY,HIGH,Specify an exception class to catch or reraise the exception
ClassEval34canonical,python:S5754,CRITICAL,91,5min,5min,"error-handling, bad-practice, suspicious",CODE_SMELL,MAIN,COMPLETE,False,INTENTIONAL,MAINTAINABILITY,HIGH,Specify an exception class to catch or reraise the exception
ClassEval34canonical,python:S5754,CRITICAL,103,5min,5min,"error-handling, bad-practice, suspicious",CODE_SMELL,MAIN,COMPLETE,False,INTENTIONAL,MAINTAINABILITY,HIGH,Specify an exception class to catch or reraise the exception
ClassEval35canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval36canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval37canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval38canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval38canonical,python:S1186,CRITICAL,54,5min,5min,suspicious,CODE_SMELL,MAIN,COMPLETE,False,INTENTIONAL,MAINTAINABILITY,HIGH,"Add a nested comment explaining why this method is empty, or complete the implementation."
ClassEval38canonical,python:S5754,CRITICAL,66,5min,5min,"error-handling, bad-practice, suspicious",CODE_SMELL,MAIN,COMPLETE,False,INTENTIONAL,MAINTAINABILITY,HIGH,Specify an exception class to catch or reraise the exception
ClassEval38canonical,python:S5754,CRITICAL,78,5min,5min,"error-handling, bad-practice, suspicious",CODE_SMELL,MAIN,COMPLETE,False,INTENTIONAL,MAINTAINABILITY,HIGH,Specify an exception class to catch or reraise the exception
ClassEval38canonical,python:S117,MINOR,81,2min,2min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename this parameter ""N"" to match the regular expression ^[_a-z][a-z0-9_]*$."
ClassEval39canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval39canonical,python:S3776,CRITICAL,123,14min,14min,brain-overload,CODE_SMELL,MAIN,FOCUSED,False,ADAPTABLE,MAINTAINABILITY,HIGH,Refactor this function to reduce its Cognitive Complexity from 24 to the 15 allowed.
ClassEval4canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval40canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval40canonical,python:S116,MINOR,56,2min,2min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename this field ""BMI_std"" to match the regular expression ^[_a-z][_a-z0-9]*$."
ClassEval40canonical,python:S100,MINOR,61,5min,5min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename method ""get_BMI"" to match the regular expression ^[a-z_][a-z0-9_]*$."
ClassEval40canonical,python:S117,MINOR,67,2min,2min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename this local variable ""BMI_range"" to match the regular expression ^[_a-z][a-z0-9_]*$."
ClassEval41canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval42canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval44canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval44canonical,python:S3776,CRITICAL,98,12min,12min,brain-overload,CODE_SMELL,MAIN,FOCUSED,False,ADAPTABLE,MAINTAINABILITY,HIGH,Refactor this function to reduce its Cognitive Complexity from 22 to the 15 allowed.
ClassEval45canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval46canonical,python:S1186,CRITICAL,40,5min,5min,suspicious,CODE_SMELL,MAIN,COMPLETE,False,INTENTIONAL,MAINTAINABILITY,HIGH,"Add a nested comment explaining why this method is empty, or complete the implementation."
ClassEval47canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval48canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval49canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval49canonical,python:S125,MAJOR,98,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval5canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval50canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval50canonical,python:S5754,CRITICAL,60,5min,5min,"error-handling, bad-practice, suspicious",CODE_SMELL,MAIN,COMPLETE,False,INTENTIONAL,MAINTAINABILITY,HIGH,Specify an exception class to catch or reraise the exception
ClassEval50canonical,python:S5754,CRITICAL,68,5min,5min,"error-handling, bad-practice, suspicious",CODE_SMELL,MAIN,COMPLETE,False,INTENTIONAL,MAINTAINABILITY,HIGH,Specify an exception class to catch or reraise the exception
ClassEval51canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval51canonical,python:S117,MINOR,48,2min,2min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename this parameter ""testData"" to match the regular expression ^[_a-z][a-z0-9_]*$."
ClassEval51canonical,python:S117,MINOR,49,2min,2min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename this local variable ""dataMat"" to match the regular expression ^[_a-z][a-z0-9_]*$."
ClassEval51canonical,python:S5806,MAJOR,55,5min,5min,"bad-practice, confusing, pitfall",CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Rename this variable; it shadows a builtin.
ClassEval51canonical,python:S117,MINOR,56,2min,2min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename this local variable ""Pe"" to match the regular expression ^[_a-z][a-z0-9_]*$."
ClassEval51canonical,python:S117,MINOR,62,2min,2min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename this parameter ""N"" to match the regular expression ^[_a-z][a-z0-9_]*$."
ClassEval51canonical,python:S117,MINOR,62,2min,2min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename this parameter ""testData"" to match the regular expression ^[_a-z][a-z0-9_]*$."
ClassEval51canonical,python:S117,MINOR,63,2min,2min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename this local variable ""dataMat"" to match the regular expression ^[_a-z][a-z0-9_]*$."
ClassEval51canonical,python:S117,MINOR,64,2min,2min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename this local variable ""oneMat"" to match the regular expression ^[_a-z][a-z0-9_]*$."
ClassEval51canonical,python:S5806,MAJOR,65,5min,5min,"bad-practice, confusing, pitfall",CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Rename this variable; it shadows a builtin.
ClassEval51canonical,python:S117,MINOR,79,2min,2min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename this local variable ""Pe"" to match the regular expression ^[_a-z][a-z0-9_]*$."
ClassEval52canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval53canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval54canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval54canonical,python:S117,MINOR,103,2min,2min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename this parameter ""BOARD_SIZE"" to match the regular expression ^[_a-z][a-z0-9_]*$."
ClassEval54canonical,python:S117,MINOR,103,2min,2min,convention,CODE_SMELL,MAIN,IDENTIFIABLE,False,CONSISTENT,MAINTAINABILITY,LOW,"Rename this parameter ""ICONS"" to match the regular expression ^[_a-z][a-z0-9_]*$."
ClassEval54canonical,python:S3776,CRITICAL,136,6min,6min,brain-overload,CODE_SMELL,MAIN,FOCUSED,False,ADAPTABLE,MAINTAINABILITY,HIGH,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.
ClassEval55canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval56canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
ClassEval56canonical,python:S1244,MAJOR,110,5min,5min,,BUG,MAIN,LOGICAL,False,INTENTIONAL,RELIABILITY,MEDIUM,Do not perform equality checks with floating point values.
ClassEval57canonical,python:S125,MAJOR,1,5min,5min,unused,CODE_SMELL,MAIN,CLEAR,False,INTENTIONAL,MAINTAINABILITY,MEDIUM,Remove this commented out code.
